"annee";"code_postal_acheteur";"amm";"quantite_produit";"conditionnement";"eaj";"achat_etranger"
2022;"03330";"2090009";"60";"l";"Non";"Non"
2022;"03330";"2090016";"30";"l";"Non";"Non"
2022;"03330";"2090037";"16";"kg";"Non";"Non"
2022;"03330";"2090041";"39.5";"kg";"Non";"Non"
2022;"03330";"2090042";"15.30";"kg";"Non";"Non"
2022;"03330";"2090050";"864";"kg";"Non";"Non"
2022;"03330";"2090054";"0.25";"kg";"Non";"Non"
2022;"03330";"2090057";"1.2";"kg";"Non";"Non"
2022;"03330";"2090064";"30";"l";"Non";"Non"
2022;"03330";"2090093";"365";"l";"Non";"Non"
2022;"03330";"2090101";"10";"l";"Non";"Non"
2022;"03330";"2090111";"26.75";"l";"Non";"Non"
2022;"03330";"2090113";"20";"l";"Non";"Non"
2022;"03330";"2090117";"35";"l";"Non";"Non"
2022;"03330";"2090118";"80";"l";"Non";"Non"
2022;"03330";"2090159";"1.4";"kg";"Non";"Non"
2022;"03330";"2090186";"60";"l";"Non";"Non"
2022;"03330";"2100016";"24";"kg";"Non";"Non"
2022;"03330";"2100026";"3";"l";"Non";"Non"
2022;"03330";"2100028";"30";"l";"Non";"Non"
2022;"03330";"2100051";"9.31";"l";"Non";"Non"
2022;"03330";"2100052";"230";"l";"Non";"Non"
2022;"03330";"2100053";"10";"l";"Non";"Non"
2022;"03330";"2100056";"30";"l";"Non";"Non"
2022;"03330";"2100069";"4.0";"kg";"Non";"Non"
2022;"03330";"2100111";"50";"l";"Non";"Non"
2022;"03330";"2100112";"10";"l";"Non";"Non"
2022;"03330";"2100121";"0.73";"l";"Non";"Non"
2022;"03330";"2100138";"235";"l";"Non";"Non"
2022;"03330";"2100151";"20";"l";"Non";"Non"
2022;"03330";"2100177";"18";"kg";"Non";"Non"
2022;"03330";"2100186";"160";"l";"Non";"Non"
2022;"03330";"2100215";"20";"l";"Non";"Non"
2022;"03330";"2110018";"5.5";"l";"Non";"Non"
2022;"03330";"2110063";"3";"kg";"Non";"Non"
2022;"03330";"2110082";"1.2";"kg";"Non";"Non"
2022;"03330";"2110095";"55";"l";"Non";"Non"
2022;"03330";"2110102";"248.96";"l";"Non";"Non"
2022;"03330";"2110104";"6";"l";"Non";"Non"
2022;"03330";"2110111";"110";"l";"Non";"Non"
2022;"03330";"2110143";"1";"l";"Non";"Non"
2022;"03330";"2110151";"170";"l";"Non";"Non"
2022;"03330";"2110152";"9";"l";"Non";"Non"
2022;"03330";"2110192";"0.1";"kg";"Non";"Non"
2022;"03330";"2120048";"153";"l";"Non";"Non"
2022;"03330";"2120075";"10";"l";"Non";"Non"
2022;"03330";"2120089";"10";"l";"Non";"Non"
2022;"03330";"2120120";"30";"l";"Non";"Non"
2022;"03330";"2120143";"5";"l";"Non";"Non"
2022;"03330";"2120153";"193";"l";"Non";"Non"
2022;"03330";"2120160";"20";"l";"Non";"Non"
2022;"03330";"2120168";"2250";"kg";"Non";"Non"
2022;"03330";"2130063";"50";"l";"Non";"Non"
2022;"03330";"2130068";"19";"l";"Non";"Non"
2022;"03330";"2130069";"23";"l";"Non";"Non"
2022;"03330";"2130083";"42";"l";"Non";"Non"
2022;"03330";"2130091";"15";"l";"Non";"Non"
2022;"03330";"2130140";"350";"l";"Non";"Non"
2022;"03330";"2130142";"10";"kg";"Non";"Non"
2022;"03330";"2130164";"10";"l";"Non";"Non"
2022;"03330";"2130202";"15";"l";"Non";"Non"
2022;"03330";"2130242";"30";"l";"Non";"Non"
2022;"03330";"2130249";"15";"l";"Non";"Non"
2022;"03330";"2140040";"90";"kg";"Non";"Non"
2022;"03330";"2140098";"20";"l";"Non";"Non"
2022;"03330";"2140099";"79";"l";"Non";"Non"
2022;"03330";"2140105";"10";"l";"Non";"Non"
2022;"03330";"2140160";"20";"l";"Non";"Non"
2022;"03330";"2140175";"187";"l";"Non";"Non"
2022;"03330";"2140199";"3";"kg";"Non";"Non"
2022;"03330";"2140207";"5";"l";"Non";"Non"
2022;"03330";"2140257";"507";"l";"Non";"Non"
2022;"03330";"2150012";"1";"l";"Non";"Non"
2022;"03330";"2150019";"36";"l";"Non";"Non"
2022;"03330";"2150022";"18";"l";"Non";"Non"
2022;"03330";"2150028";"285";"l";"Non";"Non"
2022;"03330";"2150051";"15";"l";"Non";"Non"
2022;"03330";"2150140";"1200";"l";"Non";"Non"
2022;"03330";"2160064";"3.02";"l";"Non";"Non"
2022;"03330";"2160226";"52";"kg";"Non";"Non"
2022;"03330";"2160260";"25";"l";"Non";"Non"
2022;"03330";"2160387";"25";"l";"Non";"Non"
2022;"03330";"2160617";"125";"l";"Non";"Non"
2022;"03330";"2160693";"15";"l";"Non";"Non"
2022;"03330";"2160752";"25";"l";"Non";"Non"
2022;"03330";"2160931";"85";"l";"Non";"Non"
2022;"03330";"2160936";"146";"l";"Non";"Non"
2022;"03330";"2160937";"24";"l";"Non";"Non"
2022;"03330";"2160959";"40";"l";"Non";"Non"
2022;"03330";"2161101";"245";"l";"Non";"Non"
2022;"03330";"2170158";"30";"l";"Non";"Non"
2022;"03330";"2170381";"45";"l";"Non";"Non"
2022;"03330";"2170752";"0.17";"l";"Non";"Non"
2022;"03330";"2170979";"46";"kg";"Non";"Non"
2022;"03330";"2171066";"80";"l";"Non";"Non"
2022;"03330";"2171141";"65";"l";"Non";"Non"
2022;"03330";"2171253";"0.01";"l";"Non";"Non"
2022;"03330";"2180124";"3.65";"l";"Non";"Non"
2022;"03330";"2180233";"11";"l";"Non";"Non"
2022;"03330";"2190016";"30";"l";"Non";"Non"
2022;"03330";"2190062";"17";"l";"Non";"Non"
2022;"03330";"2190173";"18";"kg";"Non";"Non"
2022;"03330";"2190214";"95";"l";"Non";"Non"
2022;"03330";"2190246";"60";"l";"Non";"Non"
2022;"03330";"2190268";"2";"l";"Non";"Non"
2022;"03330";"2190509";"245";"l";"Non";"Non"
2022;"03330";"2190634";"67";"l";"Non";"Non"
2022;"03330";"2190639";"130";"l";"Non";"Non"
2022;"03330";"2190686";"70";"l";"Non";"Non"
2022;"03330";"2190883";"50";"l";"Non";"Non"
2022;"03330";"2200063";"216.5";"l";"Non";"Non"
2022;"03330";"2200215";"20";"l";"Non";"Non"
2022;"03330";"2200317";"55";"l";"Non";"Non"
2022;"03330";"2200753";"25";"l";"Non";"Non"
2022;"03330";"2210743";"30";"l";"Non";"Non"
2022;"03330";"2210858";"15";"l";"Non";"Non"
2022;"03330";"2220146";"186";"l";"Non";"Non"
2022;"03330";"2220321";"65";"l";"Non";"Non"
2022;"03330";"8100291";"30";"l";"Non";"Non"
2022;"03330";"8200538";"35";"l";"Non";"Non"
2022;"03330";"8400255";"12.5";"kg";"Non";"Non"
2022;"03330";"8400528";"6";"l";"Non";"Non"
2022;"03330";"8400574";"10";"l";"Non";"Non"
2022;"03330";"8600243";"10";"l";"Non";"Non"
2022;"03330";"8600664";"990";"kg";"Non";"Non"
2022;"03330";"8700020";"215";"l";"Non";"Non"
2022;"03330";"8700196";"1";"l";"Non";"Non"
2022;"03330";"8700462";"804";"l";"Non";"Non"
2022;"03330";"8800395";"25";"l";"Non";"Non"
2022;"03330";"8800504";"2";"l";"Non";"Non"
2022;"03330";"8800603";"56";"l";"Non";"Non"
2022;"03330";"8900564";"15";"l";"Non";"Non"
2022;"03330";"9000184";"440";"l";"Non";"Non"
2022;"03330";"9000490";"50";"l";"Non";"Non"
2022;"03330";"9000619";"150";"l";"Non";"Non"
2022;"03330";"9100296";"270";"l";"Non";"Non"
2022;"03330";"9100418";"30";"l";"Non";"Non"
2022;"03330";"9400008";"0.04";"l";"Non";"Non"
2022;"03330";"9400052";"5";"l";"Non";"Non"
2022;"03330";"9400085";"12";"l";"Non";"Non"
2022;"03330";"9500628";"3";"kg";"Non";"Non"
2022;"03330";"9600093";"70";"l";"Non";"Non"
2022;"03330";"9600197";"0.6";"kg";"Non";"Non"
2022;"03330";"9600229";"9.99";"l";"Non";"Non"
2022;"03330";"9800018";"150";"l";"Non";"Non"
2022;"03330";"9800182";"55";"l";"Non";"Non"
2022;"03330";"9800259";"5";"l";"Non";"Non"
2022;"03330";"9800336";"78.7";"l";"Non";"Non"
2022;"03330";"9800344";"1.15";"l";"Non";"Non"
2022;"03330";"9900047";"30";"l";"Non";"Non"
2022;"03330";"9900115";"10";"l";"Non";"Non"
2022;"03330";"9900251";"80";"l";"Non";"Non"
2022;"03330";"9900446";"0.3";"kg";"Non";"Non"
2022;"03340";"2000044";"5";"l";"Non";"Non"
2022;"03340";"2000122";"5.90";"l";"Non";"Non"
2022;"03340";"2000201";"1.13";"l";"Non";"Non"
2022;"03340";"2000202";"760";"l";"Non";"Non"
2022;"03340";"2000205";"0.3";"kg";"Non";"Non"
2022;"03340";"2000316";"111";"l";"Non";"Non"
2022;"03340";"2000369";"1.6";"kg";"Non";"Non"
2022;"03340";"2000517";"200";"l";"Non";"Non"
2022;"03340";"2010019";"15";"l";"Non";"Non"
2022;"03340";"2010030";"5";"l";"Non";"Non"
2022;"03340";"2010239";"135";"l";"Non";"Non"
2022;"03340";"2010280";"126";"l";"Non";"Non"
2022;"03340";"2020099";"27";"l";"Non";"Non"
2022;"03340";"2020226";"35";"l";"Non";"Non"
2022;"03340";"2030071";"1395";"kg";"Non";"Non"
2022;"03340";"2030323";"209.23";"l";"Non";"Non"
2022;"03340";"2030342";"20";"l";"Non";"Non"
2022;"03340";"2040146";"3.34";"l";"Non";"Non"
2022;"03340";"2050075";"65.0";"kg";"Non";"Non"
2022;"03340";"2060051";"6";"l";"Non";"Non"
2022;"03340";"2060063";"5";"kg";"Non";"Non"
2022;"03340";"2060084";"20";"kg";"Non";"Non"
2022;"03340";"2060088";"1725";"l";"Non";"Non"
2022;"03340";"2060118";"150";"l";"Non";"Non"
2022;"03340";"2060127";"5.19";"l";"Non";"Non"
2022;"03340";"2060131";"25";"l";"Non";"Non"
2022;"03340";"2060194";"408";"kg";"Non";"Non"
2022;"03340";"2070184";"325";"l";"Non";"Non"
2022;"03340";"2070221";"40";"l";"Non";"Non"
2022;"03340";"2080094";"1.08";"kg";"Non";"Non"
2022;"03340";"2080105";"25";"l";"Non";"Non"
2022;"03340";"2080117";"107.85";"kg";"Non";"Non"
2022;"03340";"2080123";"0.2";"kg";"Non";"Non"
2022;"03340";"2080125";"1.7";"kg";"Non";"Non"
2022;"03340";"2080145";"415";"l";"Non";"Non"
2022;"03340";"2090037";"38";"kg";"Non";"Non"
2022;"03340";"2090041";"107";"kg";"Non";"Non"
2022;"03340";"2090042";"6.3";"kg";"Non";"Non"
2022;"03340";"2090050";"8526";"kg";"Non";"Non"
2022;"03340";"2090052";"3.23";"kg";"Non";"Non"
2022;"03340";"2090054";"1.13";"kg";"Non";"Non"
2022;"03340";"2090057";"5.85";"kg";"Non";"Non"
2022;"03340";"2090064";"165";"l";"Non";"Non"
2022;"03340";"2090068";"20";"l";"Non";"Non"
2022;"03340";"2090072";"0.3";"kg";"Non";"Non"
2022;"03340";"2090101";"220";"l";"Non";"Non"
2022;"03340";"2090111";"29.9";"l";"Non";"Non"
2022;"03340";"2090113";"870";"l";"Non";"Non"
2022;"03340";"2090118";"1675";"l";"Non";"Non"
2022;"03340";"2090153";"40";"kg";"Non";"Non"
2022;"03340";"2090157";"5";"l";"Non";"Non"
2022;"03340";"2090160";"200";"l";"Non";"Non"
2022;"03340";"2090188";"100";"l";"Non";"Non"
2022;"03340";"2100009";"4.2";"kg";"Non";"Non"
2022;"03340";"2100015";"0.27";"kg";"Non";"Non"
2022;"03340";"2100016";"36.00";"kg";"Non";"Non"
2022;"03340";"2100026";"9";"l";"Non";"Non"
2022;"03340";"2100028";"95";"l";"Non";"Non"
2022;"03340";"2100052";"700";"l";"Non";"Non"
2022;"03340";"2100053";"320";"l";"Non";"Non"
2022;"03340";"2100056";"25";"l";"Non";"Non"
2022;"03340";"2100069";"0.5";"kg";"Non";"Non"
2022;"03340";"2100108";"225";"l";"Non";"Non"
2022;"03340";"2100110";"7.15";"l";"Non";"Non"
2022;"03340";"2100111";"1165";"l";"Non";"Non"
2022;"03340";"2100112";"20";"l";"Non";"Non"
2022;"03340";"2100121";"8";"l";"Non";"Non"
2022;"03340";"2100138";"720";"l";"Non";"Non"
2022;"03340";"2100151";"15";"l";"Non";"Non"
2022;"03340";"2100175";"0.24";"l";"Non";"Non"
2022;"03340";"2100186";"1260";"l";"Non";"Non"
2022;"03340";"2100206";"260";"l";"Non";"Non"
2022;"03340";"2100215";"30";"l";"Non";"Non"
2022;"03340";"2100234";"10";"l";"Non";"Non"
2022;"03340";"2100244";"50";"l";"Non";"Non"
2022;"03340";"2110004";"70";"l";"Non";"Non"
2022;"03340";"2110018";"20.45";"l";"Non";"Non"
2022;"03340";"2110056";"40";"l";"Non";"Non"
2022;"03340";"2110063";"4";"kg";"Non";"Non"
2022;"03340";"2110095";"20";"l";"Non";"Non"
2022;"03340";"2110102";"423.03";"l";"Non";"Non"
2022;"03340";"2110104";"6";"l";"Non";"Non"
2022;"03340";"2110111";"620";"l";"Non";"Non"
2022;"03340";"2110144";"35";"l";"Non";"Non"
2022;"03340";"2110148";"9";"l";"Non";"Non"
2022;"03340";"2110151";"1430";"l";"Non";"Non"
2022;"03340";"2110152";"19";"l";"Non";"Non"
2022;"03340";"2120041";"109.22";"l";"Non";"Non"
2022;"03340";"2120048";"43";"l";"Non";"Non"
2022;"03340";"2120066";"10";"l";"Non";"Non"
2022;"03340";"2120070";"50";"l";"Non";"Non"
2022;"03340";"2120075";"70";"l";"Non";"Non"
2022;"03340";"2120089";"30";"l";"Non";"Non"
2022;"03340";"2120094";"15";"l";"Non";"Non"
2022;"03340";"2120117";"5";"l";"Non";"Non"
2022;"03340";"2120153";"180";"l";"Non";"Non"
2022;"03340";"2130063";"615";"l";"Non";"Non"
2022;"03340";"2130068";"3";"l";"Non";"Non"
2022;"03340";"2130069";"143.6";"l";"Non";"Non"
2022;"03340";"2130083";"78";"l";"Non";"Non"
2022;"03340";"2130091";"15";"l";"Non";"Non"
2022;"03340";"2130140";"260";"l";"Non";"Non"
2022;"03340";"2130164";"305";"l";"Non";"Non"
2022;"03340";"2130202";"25";"l";"Non";"Non"
2022;"03340";"2130212";"25";"kg";"Non";"Non"
2022;"03340";"2130249";"100";"l";"Non";"Non"
2022;"03340";"2140002";"2";"l";"Non";"Non"
2022;"03340";"2140040";"855";"kg";"Non";"Non"
2022;"03340";"2140082";"4";"l";"Non";"Non"
2022;"03340";"2140098";"200";"l";"Non";"Non"
2022;"03340";"2140099";"265";"l";"Non";"Non"
2022;"03340";"2140160";"10";"l";"Non";"Non"
2022;"03340";"2140175";"283.5";"l";"Non";"Non"
2022;"03340";"2140207";"133";"l";"Non";"Non"
2022;"03340";"2140257";"465";"l";"Non";"Non"
2022;"03340";"2140258";"170";"l";"Non";"Non"
2022;"03340";"2150012";"1";"l";"Non";"Non"
2022;"03340";"2150019";"13.8";"l";"Non";"Non"
2022;"03340";"2150022";"365";"l";"Non";"Non"
2022;"03340";"2150028";"215";"l";"Non";"Non"
2022;"03340";"2150084";"30";"l";"Non";"Non"
2022;"03340";"2150125";"3.2";"l";"Non";"Non"
2022;"03340";"2150140";"4860";"l";"Non";"Non"
2022;"03340";"2150483";"380";"kg";"Non";"Non"
2022;"03340";"2150484";"3";"l";"Non";"Non"
2022;"03340";"2160226";"284";"kg";"Non";"Non"
2022;"03340";"2160384";"15";"l";"Non";"Non"
2022;"03340";"2160387";"40";"l";"Non";"Non"
2022;"03340";"2160617";"283.5";"l";"Non";"Non"
2022;"03340";"2160693";"30";"l";"Non";"Non"
2022;"03340";"2160931";"152.25";"l";"Non";"Non"
2022;"03340";"2160936";"380";"l";"Non";"Non"
2022;"03340";"2160937";"24";"l";"Non";"Non"
2022;"03340";"2160958";"1380";"kg";"Non";"Non"
2022;"03340";"2160959";"195";"l";"Non";"Non"
2022;"03340";"2161101";"220";"l";"Non";"Non"
2022;"03340";"2170208";"27";"kg";"Non";"Non"
2022;"03340";"2170358";"5";"kg";"Non";"Non"
2022;"03340";"2170381";"860";"l";"Non";"Non"
2022;"03340";"2170422";"80";"l";"Non";"Non"
2022;"03340";"2170711";"3.24";"kg";"Non";"Non"
2022;"03340";"2170752";"1.04";"l";"Non";"Non"
2022;"03340";"2170933";"9";"kg";"Non";"Non"
2022;"03340";"2170979";"2";"kg";"Non";"Non"
2022;"03340";"2170992";"6";"l";"Non";"Non"
2022;"03340";"2171066";"730";"l";"Non";"Non"
2022;"03340";"2171140";"20";"kg";"Non";"Non"
2022;"03340";"2171141";"105";"l";"Non";"Non"
2022;"03340";"2171193";"20";"l";"Non";"Non"
2022;"03340";"2171253";"0.52";"l";"Non";"Non"
2022;"03340";"2180124";"42.48";"l";"Non";"Non"
2022;"03340";"2180233";"464";"l";"Non";"Non"
2022;"03340";"2180260";"160";"kg";"Non";"Non"
2022;"03340";"2180369";"10";"l";"Non";"Non"
2022;"03340";"2180619";"20";"l";"Non";"Non"
2022;"03340";"2180672";"35";"l";"Non";"Non"
2022;"03340";"2180865";"0.09";"l";"Non";"Non"
2022;"03340";"2190062";"97";"l";"Non";"Non"
2022;"03340";"2190173";"90";"kg";"Non";"Non"
2022;"03340";"2190268";"3";"l";"Non";"Non"
2022;"03340";"2190311";"74.86";"l";"Non";"Non"
2022;"03340";"2190395";"45";"l";"Non";"Non"
2022;"03340";"2190509";"220";"l";"Non";"Non"
2022;"03340";"2190639";"470";"l";"Non";"Non"
2022;"03340";"2190686";"50";"l";"Non";"Non"
2022;"03340";"2190687";"45";"kg";"Non";"Non"
2022;"03340";"2190883";"155";"l";"Non";"Non"
2022;"03340";"2200063";"150";"l";"Non";"Non"
2022;"03340";"2200215";"5";"l";"Non";"Non"
2022;"03340";"2200273";"125";"l";"Non";"Non"
2022;"03340";"2200756";"80";"l";"Non";"Non"
2022;"03340";"2200891";"30";"l";"Non";"Non"
2022;"03340";"2210355";"338";"l";"Non";"Non"
2022;"03340";"2210567";"65";"l";"Non";"Non"
2022;"03340";"2210858";"60";"l";"Non";"Non"
2022;"03340";"2220146";"835";"l";"Non";"Non"
2022;"03340";"2220551";"20";"l";"Non";"Non"
2022;"03340";"7900708";"5";"l";"Non";"Non"
2022;"03340";"8200538";"185";"l";"Non";"Non"
2022;"03340";"8400255";"19.5";"kg";"Non";"Non"
2022;"03340";"8400528";"54";"l";"Non";"Non"
2022;"03340";"8400574";"190";"l";"Non";"Non"
2022;"03340";"8400600";"10";"l";"Non";"Non"
2022;"03340";"8600243";"10";"l";"Non";"Non"
2022;"03340";"8700020";"615";"l";"Non";"Non"
2022;"03340";"8700462";"2290";"l";"Non";"Non"
2022;"03340";"8800199";"40";"l";"Non";"Non"
2022;"03340";"8800395";"25";"l";"Non";"Non"
2022;"03340";"8800504";"11";"l";"Non";"Non"
2022;"03340";"8900564";"28";"l";"Non";"Non"
2022;"03340";"8900681";"5";"l";"Non";"Non"
2022;"03340";"9000184";"180";"l";"Non";"Non"
2022;"03340";"9000222";"220";"l";"Non";"Non"
2022;"03340";"9000490";"555";"l";"Non";"Non"
2022;"03340";"9000833";"30";"l";"Non";"Non"
2022;"03340";"9100296";"290";"l";"Non";"Non"
2022;"03340";"9100418";"605";"l";"Non";"Non"
2022;"03340";"9300186";"10";"kg";"Non";"Non"
2022;"03340";"9400008";"2.44";"l";"Non";"Non"
2022;"03340";"9400052";"118";"l";"Non";"Non"
2022;"03340";"9400083";"10";"l";"Non";"Non"
2022;"03340";"9400085";"16";"l";"Non";"Non"
2022;"03340";"9500628";"33";"kg";"Non";"Non"
2022;"03340";"9600093";"90.0";"l";"Non";"Non"
2022;"03340";"9600548";"120";"l";"Non";"Non"
2022;"03340";"9800018";"235";"l";"Non";"Non"
2022;"03340";"9800182";"165";"l";"Non";"Non"
2022;"03340";"9800259";"135";"l";"Non";"Non"
2022;"03340";"9800262";"0.4";"kg";"Non";"Non"
2022;"03340";"9800277";"3";"l";"Non";"Non"
2022;"03340";"9800336";"289";"l";"Non";"Non"
2022;"03340";"9800344";"27.82";"l";"Non";"Non"
2022;"03340";"9800374";"0.13";"kg";"Non";"Non"
2022;"03340";"9800474";"210";"kg";"Non";"Non"
2022;"03340";"9900047";"195";"l";"Non";"Non"
2022;"03340";"9900115";"15";"l";"Non";"Non"
2022;"03340";"9900202";"3.6";"kg";"Non";"Non"
2022;"03340";"9900251";"1510";"l";"Non";"Non"
2022;"03340";"9900446";"1.15";"kg";"Non";"Non"
2022;"03350";"1030003";"0.04";"l";"Oui";"Non"
2022;"03350";"2000044";"20";"l";"Non";"Non"
2022;"03350";"2000122";"0.52";"l";"Non";"Non"
2022;"03350";"2000316";"6";"l";"Non";"Non"
2022;"03350";"2010023";"7";"l";"Non";"Non"
2022;"03350";"2010280";"34";"l";"Non";"Non"
2022;"03350";"2010282";"15";"l";"Non";"Non"
2022;"03350";"2020099";"51";"l";"Non";"Non"
2022;"03350";"2030071";"60";"kg";"Non";"Non"
2022;"03350";"2030323";"66.43";"l";"Non";"Non"
2022;"03350";"2030332";"5";"l";"Non";"Non"
2022;"03350";"2040146";"5.35";"l";"Non";"Non"
2022;"03350";"2050075";"5";"kg";"Non";"Non"
2022;"03350";"2060051";"8";"l";"Non";"Non"
2022;"03350";"2060063";"1";"kg";"Non";"Non"
2022;"03350";"2060088";"470";"l";"Non";"Non"
2022;"03350";"2060098";"0.5";"l";"Non";"Non"
2022;"03350";"2060118";"30";"l";"Non";"Non"
2022;"03350";"2060127";"21.61";"l";"Non";"Non"
2022;"03350";"2060131";"27";"l";"Non";"Non"
2022;"03350";"2070184";"20";"l";"Non";"Non"
2022;"03350";"2070221";"80";"l";"Non";"Non"
2022;"03350";"2080094";"5.44";"kg";"Non";"Non"
2022;"03350";"2080105";"20";"l";"Non";"Non"
2022;"03350";"2080123";"1.3";"kg";"Non";"Non"
2022;"03350";"2080145";"180";"l";"Non";"Non"
2022;"03350";"2090009";"70";"l";"Non";"Non"
2022;"03350";"2090042";"12";"kg";"Non";"Non"
2022;"03350";"2090050";"816";"kg";"Non";"Non"
2022;"03350";"2090054";"0.13";"kg";"Non";"Non"
2022;"03350";"2090068";"15";"l";"Non";"Non"
2022;"03350";"2090080";"55";"l";"Non";"Non"
2022;"03350";"2090093";"140";"l";"Non";"Non"
2022;"03350";"2090111";"10.08";"l";"Non";"Non"
2022;"03350";"2090113";"590";"l";"Non";"Non"
2022;"03350";"2090118";"200";"l";"Non";"Non"
2022;"03350";"2090164";"220";"l";"Non";"Non"
2022;"03350";"2090186";"280";"l";"Non";"Non"
2022;"03350";"2100009";"0.8";"kg";"Non";"Non"
2022;"03350";"2100014";"1.8";"kg";"Non";"Non"
2022;"03350";"2100015";"0.09";"kg";"Non";"Non"
2022;"03350";"2100016";"8.25";"kg";"Non";"Non"
2022;"03350";"2100028";"5";"l";"Non";"Non"
2022;"03350";"2100030";"40";"kg";"Non";"Non"
2022;"03350";"2100051";"58.77";"l";"Non";"Non"
2022;"03350";"2100052";"5";"l";"Non";"Non"
2022;"03350";"2100053";"20";"l";"Non";"Non"
2022;"03350";"2100056";"15";"l";"Non";"Non"
2022;"03350";"2100057";"40";"l";"Non";"Non"
2022;"03350";"2100069";"2";"kg";"Non";"Non"
2022;"03350";"2100110";"0.25";"l";"Non";"Non"
2022;"03350";"2100111";"5";"l";"Non";"Non"
2022;"03350";"2100138";"250";"l";"Non";"Non"
2022;"03350";"2100151";"20";"l";"Non";"Non"
2022;"03350";"2100186";"1000";"l";"Non";"Non"
2022;"03350";"2100215";"200";"l";"Non";"Non"
2022;"03350";"2110004";"140";"l";"Non";"Non"
2022;"03350";"2110018";"1.3";"l";"Non";"Non"
2022;"03350";"2110092";"3.33";"kg";"Non";"Non"
2022;"03350";"2110095";"5";"l";"Non";"Non"
2022;"03350";"2110102";"58.86";"l";"Non";"Non"
2022;"03350";"2110104";"42";"l";"Non";"Non"
2022;"03350";"2110111";"70";"l";"Non";"Non"
2022;"03350";"2110152";"9";"l";"Non";"Non"
2022;"03350";"2110154";"3";"l";"Non";"Non"
2022;"03350";"2110191";"40";"l";"Non";"Non"
2022;"03350";"2120048";"249";"l";"Non";"Non"
2022;"03350";"2120075";"100";"l";"Non";"Non"
2022;"03350";"2120089";"40";"l";"Non";"Non"
2022;"03350";"2120153";"10";"l";"Non";"Non"
2022;"03350";"2120160";"10";"l";"Non";"Non"
2022;"03350";"2130063";"80";"l";"Non";"Non"
2022;"03350";"2130068";"18";"l";"Non";"Non"
2022;"03350";"2130069";"94";"l";"Non";"Non"
2022;"03350";"2130083";"1";"l";"Non";"Non"
2022;"03350";"2130091";"5";"l";"Non";"Non"
2022;"03350";"2130140";"130";"l";"Non";"Non"
2022;"03350";"2130249";"80";"l";"Non";"Non"
2022;"03350";"2130251";"30";"l";"Non";"Non"
2022;"03350";"2140098";"60";"l";"Non";"Non"
2022;"03350";"2140121";"9.7";"l";"Oui";"Non"
2022;"03350";"2140199";"6";"kg";"Non";"Non"
2022;"03350";"2140257";"20";"l";"Non";"Non"
2022;"03350";"2150012";"1";"l";"Non";"Non"
2022;"03350";"2150019";"2.44";"l";"Non";"Non"
2022;"03350";"2150028";"30";"l";"Non";"Non"
2022;"03350";"2150125";"4.8";"l";"Non";"Non"
2022;"03350";"2150130";"2";"l";"Non";"Non"
2022;"03350";"2150140";"1620";"l";"Non";"Non"
2022;"03350";"2150964";"640";"kg";"Non";"Non"
2022;"03350";"2150969";"1.5";"kg";"Oui";"Non"
2022;"03350";"2160064";"31.15";"l";"Non";"Non"
2022;"03350";"2160226";"80";"kg";"Non";"Non"
2022;"03350";"2160248";"25";"l";"Non";"Non"
2022;"03350";"2160260";"15";"l";"Non";"Non"
2022;"03350";"2160384";"5";"l";"Non";"Non"
2022;"03350";"2160387";"60";"l";"Non";"Non"
2022;"03350";"2160617";"40";"l";"Non";"Non"
2022;"03350";"2160693";"9";"l";"Non";"Non"
2022;"03350";"2160752";"10";"l";"Non";"Non"
2022;"03350";"2160931";"226.5";"l";"Non";"Non"
2022;"03350";"2160936";"148";"l";"Non";"Non"
2022;"03350";"2160937";"57";"l";"Non";"Non"
2022;"03350";"2160959";"170";"l";"Non";"Non"
2022;"03350";"2170243";"1.44";"l";"Oui";"Non"
2022;"03350";"2170381";"25";"l";"Non";"Non"
2022;"03350";"2170752";"0.31";"l";"Non";"Non"
2022;"03350";"2170978";"0.75";"l";"Oui";"Non"
2022;"03350";"2170979";"40";"kg";"Non";"Non"
2022;"03350";"2171066";"30";"l";"Non";"Non"
2022;"03350";"2171141";"20";"l";"Non";"Non"
2022;"03350";"2171253";"0.09";"l";"Non";"Non"
2022;"03350";"2180124";"5.42";"l";"Non";"Non"
2022;"03350";"2180260";"96";"kg";"Non";"Non"
2022;"03350";"2180619";"40";"l";"Non";"Non"
2022;"03350";"2189993";"0.4";"kg";"Oui";"Non"
2022;"03350";"2190040";"30";"l";"Non";"Non"
2022;"03350";"2190062";"43";"l";"Non";"Non"
2022;"03350";"2190088";"1.12";"l";"Oui";"Non"
2022;"03350";"2190173";"72";"kg";"Non";"Non"
2022;"03350";"2190268";"22";"l";"Non";"Non"
2022;"03350";"2190635";"10";"l";"Non";"Non"
2022;"03350";"2190639";"70";"l";"Non";"Non"
2022;"03350";"2190686";"40";"l";"Non";"Non"
2022;"03350";"2190722";"20";"l";"Non";"Non"
2022;"03350";"2190760";"36";"kg";"Oui";"Non"
2022;"03350";"2190883";"40";"l";"Non";"Non"
2022;"03350";"2200063";"60";"l";"Non";"Non"
2022;"03350";"2200066";"30";"l";"Non";"Non"
2022;"03350";"2200317";"25";"l";"Non";"Non"
2022;"03350";"2200753";"180";"l";"Non";"Non"
2022;"03350";"2210355";"90";"l";"Non";"Non"
