annee;code_postal_acheteur;amm;substance;cas;quantite_substance;classification;classification_mention;achat_etranger
2022;61100;2120066;dichlorprop-p;15165-67-0;60;Autre;;Non
2022;61100;2120066;picolinafen;137641-05-5;2.0;Env A;;Non
2022;61100;2120070;prothioconazole;178928-70-6;1.6;Env A;;Non
2022;61100;2120070;tebuconazole;107534-96-3;0.8;CMR;;Non
2022;61100;2120075;dimethenamide-p (dmta-p);163515-14-8;28;Env A;;Non
2022;61100;2120075;metazachlore;67129-08-2;28;CMR;;Non
2022;61100;2120075;quinmerac;90717-03-6;14;Env A;;Non
2022;61100;2120081;cydia pomonella granulovirus, isolat r5 (cpgv-r5);;;Autre;;Non
2022;61100;2120089;2,4-mcpa;94-74-6;0.9;Env A;;Non
2022;61100;2120089;diflufenicanil;83164-33-4;0.225;Env B;;Non
2022;61100;2120089;glyphosate;1071-83-6;1.8;Env A;;Non
2022;61100;2120117;2,4-d;94-75-7;0.87;Env B;;Non
2022;61100;2120117;triclopyr;55335-06-3;0.9705;Env B;;Non
2022;61100;2120132;dimethomorphe;110488-70-5;0.0387;Env A;Exclusion;Non
2022;61100;2120132;metirame;9006-42-2;0.1892;Env A;;Non
2022;61100;2120143;glyphosate;1071-83-6;441.6768;Env A;;Non
2022;61100;2120153;propyzamide;23950-58-5;20;CMR;Substitution;Non
2022;61100;2120160;bentazone;25057-89-0;4.8;Env B;;Non
2022;61100;2130049;cyflufenamid;180409-60-3;0.0027;Env A;;Non
2022;61100;2130049;difenoconazole;119446-68-3;0.0054;Env A;;Non
2022;61100;2130063;nicosulfuron;111991-09-4;27.4;Env A;;Non
2022;61100;2130068;diflufenicanil;83164-33-4;19.5;Env B;;Non
2022;61100;2130069;diflufenicanil;83164-33-4;25.5;Env B;;Non
2022;61100;2130083;lambda-cyhalothrine;91465-08-6;1.2;Santé A;Substitution;Non
2022;61100;2130140;diflufenicanil;83164-33-4;5.4;Env B;;Non
2022;61100;2130140;pendimethaline;40487-42-1;54;Env A;Substitution;Non
2022;61100;2130152;fluopyram;658066-35-4;0.0075;Env A;;Non
2022;61100;2130152;trifloxystrobine;141517-21-7;0.0075;Env A;;Non
2022;61100;2130164;cyprosulfamide;221667-31-8;2.475;Autre;;Non
2022;61100;2130164;foramsulfuron;173159-57-4;4.95;CMR;;Non
2022;61100;2130164;thiencarbazone-methyl;317815-83-1;1.65;Env A;;Non
2022;61100;2130193;diflufenicanil;83164-33-4;3;Env B;;Non
2022;61100;2130193;flufenacet;142459-58-3;6;Env A;;Non
2022;61100;2130202;fluopyram;658066-35-4;12.500;Env A;;Non
2022;61100;2130202;prothioconazole;178928-70-6;12.500;Env A;;Non
2022;61100;2130251;lambda-cyhalothrine;91465-08-6;0.3;Santé A;Substitution;Non
2022;61100;2130252;nicosulfuron;111991-09-4;0.8;Env A;;Non
2022;61100;2130253;2,4-d;94-75-7;14.4;Env B;;Non
2022;61100;2130253;glyphosate;1071-83-6;21.6;Env A;;Non
2022;61100;2130266;bromuconazole;116255-48-2;89.345;CMR;;Non
2022;61100;2130266;tebuconazole;107534-96-3;57.245;CMR;;Non
2022;61100;2140002;florasulame;145701-23-1;0.15;Env A;;Non
2022;61100;2140040;phosmet;732-11-6;5;CMR;;Non
2022;61100;2140051;fluxapyroxad;907204-31-3;0.07992;Santé A;;Non
2022;61100;2140078;fludioxonil;131341-86-1;2.1857;Env A;;Non
2022;61100;2140078;tefluthrine;79538-32-2;8.7428;Santé A;;Non
2022;61100;2140082;trinexapac-ethyl;95266-40-3;16.45;Env A;;Non
2022;61100;2140098;aminopyralid;150114-71-9;1.08035;Env A;;Non
2022;61100;2140098;propyzamide;23950-58-5;102.5;CMR;Substitution;Non
2022;61100;2140121;acide pelargonique;112-05-0;1.069155;Autre;;Non
2022;61100;2140132;diflufenicanil;83164-33-4;5.5;Env B;;Non
2022;61100;2140147;deltamethrine;52918-63-5;0.6027;Santé A;;Non
2022;61100;2140168;cuivre du sulfate tribasique;12527-76-3;1.0792;Env A;Substitution;Non
2022;61100;2140173;fluxapyroxad;907204-31-3;4.3750;Santé A;;Non
2022;61100;2140173;metconazole;125116-23-6;3.150;CMR;;Non
2022;61100;2140207;clodinafop-propargyl;105512-06-9;0.3;Env A;;Non
2022;61100;2140207;cloquintocet-mexyl;99607-70-2;0.075;Autre;;Non
2022;61100;2140215;(z)-9-dodecenylacetate;16974-11-1;0.016385;Env A;;Non
2022;61100;2140215;e7,z9-dodecadienylacetate;54364-62-4;0.015733;Env A;;Non
2022;61100;2140257;iodosulfuron-methyl-sodium;144550-36-7;0.58;Env A;;Non
2022;61100;2140257;mefenpyr-diethyl;135590-91-9;8.70;Autre;;Non
2022;61100;2140257;mesosulfuron-methyl;208465-21-8;2.90;Env A;;Non
2022;61100;2140258;iodosulfuron-methyl-sodium;144550-36-7;0.9375;Env A;;Non
2022;61100;2140258;mesosulfuron-methyl;208465-21-8;0.9375;Env A;;Non
2022;61100;2150012;mesotrione;104206-82-8;0.96;CMR;;Non
2022;61100;2150019;silthiofam;175217-20-6;0.175;Env A;;Non
2022;61100;2150022;dicamba;1918-00-9;8.16;Env B;;Non
2022;61100;2150026;fluxapyroxad;907204-31-3;1.250;Santé A;;Non
2022;61100;2150026;metconazole;125116-23-6;0.90;CMR;;Non
2022;61100;2150067;phosphonate de disodium;13708-85-5;0.17;Autre;;Non
2022;61100;2150078;clomazone;81777-89-1;1.2;Env A;;Non
2022;61100;2150078;pethoxamide;106700-29-2;20;Env A;;Non
2022;61100;2150125;diflufenicanil;83164-33-4;3.6;Env B;;Non
2022;61100;2150140;glyphosate;1071-83-6;361.8;Env A;;Non
2022;61100;2150483;lambda-cyhalothrine;91465-08-6;4.64;Santé A;Substitution;Non
2022;61100;2150484;clopyralid;1702-17-6;1.8;Autre;;Non
2022;61100;2150484;florasulame;145701-23-1;0.15;Env A;;Non
2022;61100;2150785;mesotrione;104206-82-8;10.5;CMR;;Non
2022;61100;2150870;florasulame;145701-23-1;0.05;Env A;;Non
2022;61100;2150964;lambda-cyhalothrine;91465-08-6;18.48;Santé A;Substitution;Non
2022;61100;2160226;phosphate ferrique;10045-86-0;2.42;Autre;;Non
2022;61100;2160248;dicamba;1918-00-9;64.8;Env B;;Non
2022;61100;2160248;mesotrione;104206-82-8;27.0;CMR;;Non
2022;61100;2160260;metconazole;125116-23-6;6.30;CMR;;Non
2022;61100;2160384;trinexapac-ethyl;95266-40-3;18.0;Env A;;Non
2022;61100;2160417;bentazone;25057-89-0;5.22;Env B;;Non
2022;61100;2160556;clomazone;81777-89-1;2.52;Env A;;Non
2022;61100;2160617;benzovindiflupyr;1072957-71-1;2.5;Santé A;Substitution;Non
2022;61100;2160693;cyprosulfamide;221667-31-8;5.55;Autre;;Non
2022;61100;2160693;isoxaflutole;141112-29-0;8.325;CMR;;Non
2022;61100;2160693;thiencarbazone-methyl;317815-83-1;3.33;Env A;;Non
2022;61100;2160724;azoxystrobine;131860-33-8;3.125;Santé A;;Non
2022;61100;2160724;difenoconazole;119446-68-3;3.125;Env A;;Non
2022;61100;2160727;diflufenicanil;83164-33-4;10;Env B;;Non
2022;61100;2160752;pyridate;55512-33-9;18;Env A;;Non
2022;61100;2160814;diflufenicanil;83164-33-4;12;Env B;;Non
2022;61100;2160913;prothioconazole;178928-70-6;0.625;Env A;;Non
2022;61100;2160913;tebuconazole;107534-96-3;0.625;CMR;;Non
2022;61100;2160920;fluroxypyr-meptyl;81406-37-3;7.78;Env A;;Non
2022;61100;2160920;metsulfuron-methyl;74223-64-6;0.2;Env A;Substitution;Non
2022;61100;2160920;thifensulfuron-methyle;79277-27-3;1.2;Env A;;Non
2022;61100;2160931;bixafen;581809-46-3;44.37875;Env A;;Non
2022;61100;2160931;fluopyram;658066-35-4;44.37875;Env A;;Non
2022;61100;2160931;prothioconazole;178928-70-6;88.7575;Env A;;Non
2022;61100;2160936;cloquintocet-mexyl;99607-70-2;0.936;Autre;;Non
2022;61100;2160936;fluroxypyr-meptyl;81406-37-3;31.434;Env A;;Non
2022;61100;2160936;halauxifen-methyl;943831-98-9;0.975;Env A;;Non
2022;61100;2160937;cloquintocet-mexyl;99607-70-2;2.364;Autre;;Non
2022;61100;2160937;florasulame;145701-23-1;1.970;Env A;;Non
2022;61100;2160937;halauxifen-methyl;943831-98-9;2.46250;Env A;;Non
2022;61100;2160953;cloquintocet-mexyl;99607-70-2;0.1875;Autre;;Non
2022;61100;2160953;pinoxaden;243973-20-8;0.75;CMR;;Non
2022;61100;2160959;benzovindiflupyr;1072957-71-1;8.625;Santé A;Substitution;Non
2022;61100;2160959;prothioconazole;178928-70-6;17.25;Env A;;Non
2022;61100;2160963;fluxapyroxad;907204-31-3;0.006;Santé A;;Non
2022;61100;2161101;fluxapyroxad;907204-31-3;10.500;Santé A;;Non
2022;61100;2161101;pyraclostrobine;175013-18-0;21.00;Santé A;;Non
2022;61100;2170158;dimethenamide-p (dmta-p);163515-14-8;29.970;Env A;;Non
2022;61100;2170158;quinmerac;90717-03-6;15.030;Env A;;Non
2022;61100;2170216;cloquintocet-mexyl;99607-70-2;0.3;Autre;;Non
2022;61100;2170216;diflufenicanil;83164-33-4;1.2;Env B;;Non
2022;61100;2170216;florasulame;145701-23-1;0.06;Env A;;Non
2022;61100;2170216;iodosulfuron-methyl-sodium;144550-36-7;0.15;Env A;;Non
2022;61100;2170238;iodosulfuron-methyl-sodium;144550-36-7;0.24;Env A;;Non
2022;61100;2170238;mefenpyr-diethyl;135590-91-9;0.72;Autre;;Non
2022;61100;2170238;mesosulfuron-methyl;208465-21-8;0.24;Env A;;Non
2022;61100;2170381;mesotrione;104206-82-8;19.95;CMR;;Non
2022;61100;2170381;terbuthylazine;5915-41-3;94.05;Env A;;Non
2022;61100;2170421;mesotrione;104206-82-8;2.5;CMR;;Non
2022;61100;2170424;mesotrione;104206-82-8;32.0;CMR;;Non
2022;61100;2170425;mesotrione;104206-82-8;15.5;CMR;;Non
2022;61100;2170429;fenpropidine;67306-00-7;22.5;Env A;;Non
2022;61100;2170429;prochloraze;67747-09-5;30;Env A;;Non
2022;61100;2170429;tebuconazole;107534-96-3;15;CMR;;Non
2022;61100;2170752;sedaxane;874967-67-6;0.15;CMR;;Non
2022;61100;2170757;prochloraze;67747-09-5;58.740;Env A;;Non
2022;61100;2170757;tebuconazole;107534-96-3;29.260;CMR;;Non
2022;61100;2170933;prohexadione-calcium;127277-53-6;0.6;Env B;;Non
2022;61100;2170933;trinexapac-ethyl;95266-40-3;0.9;Env A;;Non
2022;61100;2170979;cloquintocet-mexyl;99607-70-2;0.5664;Autre;;Non
2022;61100;2170979;florasulame;145701-23-1;0.1136;Env A;;Non
2022;61100;2170979;pyroxsulame;422556-08-9;0.5664;Env A;;Non
2022;61100;2171035;tebuconazole;107534-96-3;6.25;CMR;;Non
2022;61100;2171054;diflufenicanil;83164-33-4;81;Env B;;Non
2022;61100;2171054;flufenacet;142459-58-3;162;Env A;;Non
2022;61100;2171111;metamitrone;41394-05-2;14;Env A;;Non
2022;61100;2171119;mandipropamide;374726-62-2;0.0225;Env A;;Non
2022;61100;2171119;zoxamide;156052-68-5;0.0216;Env A;;Non
2022;61100;2171134;dithianon;3347-22-6;5;Env A;;Non
2022;61100;2171141;chlormequat chlorure;999-81-5;16.5;Autre;;Non
2022;61100;2171141;ethephon;16672-87-0;8.25;Santé A;;Non
2022;61100;2171253;bacillus amyloliquefaciens souche mbi 600;NC;;Autre;;Non
2022;61100;2180009;dicamba;1918-00-9;4.5;Env B;;Non
2022;61100;2180009;tritosulfuron;142469-14-5;2.25;Env A;;Non
2022;61100;2180088;s-metolachlore;87392-12-9;19.2;Env A;;Non
2022;61100;2180122;lenacile;01/08/2164;1.6;CMR;;Non
2022;61100;2180124;metalaxyl;57837-19-1;1.6886;Env B;;Non
2022;61100;2180124;prothioconazole;178928-70-6;8.443;Env A;;Non
2022;61100;2180189;lenacile;01/08/2164;0.714;CMR;;Non
2022;61100;2180189;triflusulfuron-methyl;126535-15-7;0.071;CMR;;Non
2022;61100;2180196;azoxystrobine;131860-33-8;2.50;Santé A;;Non
2022;61100;2180233;dicamba;1918-00-9;2.4;Env B;;Non
2022;61100;2180380;oxathiapiproline;1003318-67-9;0.004;Env A;;Non
2022;61100;2180463;metaldehyde;108-62-3;2;CMR;;Non
2022;61100;2180593;iodosulfuron-methyl-sodium;144550-36-7;0.018;Env A;;Non
2022;61100;2180593;mefenpyr-diethyl;135590-91-9;0.27;Autre;;Non
2022;61100;2180593;mesosulfuron-methyl;208465-21-8;0.09;Env A;;Non
2022;61100;2180672;bifenox;42576-02-3;14.4;Env A;;Non
2022;61100;2180694;dimethachlore;50563-36-5;10;Env A;;Non
2022;61100;2180714;diflufenicanil;83164-33-4;4.2;Env B;;Non
2022;61100;2180714;flufenacet;142459-58-3;8.4;Env A;;Non
2022;61100;2180807;diflufenicanil;83164-33-4;0.2;Env B;;Non
2022;61100;2180807;flufenacet;142459-58-3;0.8;Env A;;Non
2022;61100;2180807;pendimethaline;40487-42-1;3.33;Env A;Substitution;Non
2022;61100;2180865;ipconazole;125225-28-7;0.29380;CMR;Exclusion;Non
2022;61100;2190040;benoxacor;98730-04-2;4.275;Autre;;Non
2022;61100;2190040;s-metolachlore;87392-12-9;86.925;Env A;;Non
2022;61100;2190041;prothioconazole;178928-70-6;1.25;Env A;;Non
2022;61100;2190062;halauxifen-methyl;943831-98-9;0.15;Env A;;Non
2022;61100;2190062;piclorame;01/02/1918;0.720;Env A;;Non
2022;61100;2190129;mesotrione;104206-82-8;1;CMR;;Non
2022;61100;2190149;flufenacet;142459-58-3;15;Env A;;Non
2022;61100;2190173;metaldehyde;108-62-3;0.72;CMR;;Non
2022;61100;2190173;phosphate ferrique;10045-86-0;1.1664;Autre;;Non
2022;61100;2190214;aclonifen;74070-46-5;148.5;CMR;;Non
2022;61100;2190214;diflufenicanil;83164-33-4;19.8;Env B;;Non
2022;61100;2190214;flufenacet;142459-58-3;24.75;Env A;;Non
2022;61100;2190215;clomazone;81777-89-1;0.36;Env A;;Non
2022;61100;2190246;prosulfocarbe;52888-80-9;184;Env A;;Non
2022;61100;2190268;diflufenicanil;83164-33-4;10.5;Env B;;Non
2022;61100;2190311;fludioxonil;131341-86-1;0.08991;Env A;;Non
2022;61100;2190311;fluxapyroxad;907204-31-3;0.08991;Santé A;;Non
2022;61100;2190311;triticonazole;131983-72-7;0.08991;Env A;;Non
2022;61100;2190321;folpel;133-07-3;95;CMR;;Non
2022;61100;2190468;dicamba;1918-00-9;6;Env B;;Non
2022;61100;2190468;prosulfuron;94125-34-5;0.6;Env A;Substitution;Non
2022;61100;2190509;mefentrifluconazole;1417782-03-6;6.5;Env A;;Non
2022;61100;2190634;azoxystrobine;131860-33-8;8.75;Santé A;;Non
2022;61100;2190686;fluxapyroxad;907204-31-3;24.00;Santé A;;Non
2022;61100;2190686;mefentrifluconazole;1417782-03-6;48.0;Env A;;Non
2022;61100;2190687;fludioxonil;131341-86-1;10.5;Env A;;Non
2022;61100;2190883;prothioconazole;178928-70-6;10.25;Env A;;Non
2022;61100;2190916;amidosulfuron;120923-37-7;0.05;Env A;;Non
2022;61100;2190916;iodosulfuron-methyl-sodium;144550-36-7;0.01;Env A;;Non
2022;61100;2190916;mefenpyr-diethyl;135590-91-9;0.09;Autre;;Non
2022;61100;2190916;mesosulfuron-methyl;208465-21-8;0.03;Env A;;Non
2022;61100;2190938;cyflufenamid;180409-60-3;0.15;Env A;;Non
2022;61100;2200272;ethephon;16672-87-0;7.2;Santé A;;Non
2022;61100;2200296;lambda-cyhalothrine;91465-08-6;0.2;Santé A;Substitution;Non
2022;61100;2200518;prothioconazole;178928-70-6;1.25;Env A;;Non
2022;61100;2200675;cyprosulfamide;221667-31-8;0.75;Autre;;Non
2022;61100;2200675;isoxaflutole;141112-29-0;1.125;CMR;;Non
2022;61100;2200675;thiencarbazone-methyl;317815-83-1;0.45;Env A;;Non
2022;61100;2200753;glyphosate;1071-83-6;251.1;Env A;;Non
2022;61100;2200756;prohexadione-calcium;127277-53-6;5.0;Env B;;Non
2022;61100;2200891;fluxapyroxad;907204-31-3;5;Santé A;;Non
2022;61100;2200904;bromuconazole;116255-48-2;24;CMR;;Non
2022;61100;2210073;dicamba;1918-00-9;10;Env B;;Non
2022;61100;2210073;prosulfuron;94125-34-5;1;Env A;Substitution;Non
2022;61100;2210128;phosphonate de potassium;13492-26-7;188.75;Autre;;Non
2022;61100;2210146;aminopyralid;150114-71-9;0.106;Env A;;Non
2022;61100;2210146;metazachlore;67129-08-2;10;CMR;;Non
2022;61100;2210146;piclorame;01/02/1918;0.266;Env A;;Non
2022;61100;2210192;prosulfocarbe;52888-80-9;368;Env A;;Non
2022;61100;2210219;prosulfocarbe;52888-80-9;48;Env A;;Non
2022;61100;2210355;esters methyliques d'acides gras c16-c18 et c18 insatures;67762-38-3;74.72;Autre;;Non
2022;61100;2210355;sulfate d'ammonium;7783-20-2;24.352;Autre;;Non
2022;61100;2210389;diflufenicanil;83164-33-4;0.208;Env B;;Non
2022;61100;2210389;glyphosate;1071-83-6;1.75448;Env A;;Non
2022;61100;2210423;butoxyde de piperonyle;51-03-6;0.9;Autre;;Non
2022;61100;2210423;deltamethrine;52918-63-5;0.1;Santé A;;Non
2022;61100;2210443;glyphosate;1071-83-6;43.2;Env A;;Non
2022;61100;2210470;halauxifen-methyl;943831-98-9;0.06;Env A;;Non
2022;61100;2210470;piclorame;01/02/1918;0.288;Env A;;Non
2022;61100;2210567;mefentrifluconazole;1417782-03-6;7.6;Env A;;Non
2022;61100;2210567;pyraclostrobine;175013-18-0;8;Santé A;;Non
2022;61100;2210742;prothioconazole;178928-70-6;25.000;Env A;;Non
2022;61100;2210742;tebuconazole;107534-96-3;25.000;CMR;;Non
2022;61100;2210743;prothioconazole;178928-70-6;3.125;Env A;;Non
2022;61100;2210743;tebuconazole;107534-96-3;3.125;CMR;;Non
2022;61100;2220109;azoxystrobine;131860-33-8;1.25;Santé A;;Non
2022;61100;7700216;soufre pour pulverisation (micronise);7704-34-9;6.006;Autre;;Non
2022;76160;2170236;thiencarbazone-methyl;317815-83-1;0.405;Env A;;Non
2022;76000;2000018;soufre pour pulverisation (micronise);7704-34-9;16;Autre;;Non
2022;76000;2000122;metalaxyl-m;70630-17-0;0.03392;Autre;;Non
2022;76000;2000202;glyphosate;1071-83-6;14.4;Env A;;Non
2022;76000;2000369;metsulfuron-methyl;74223-64-6;0.04;Env A;Substitution;Non
2022;76000;2000517;cuivre de l'hydroxyde de cuivre;20427-59-2;0.81;Santé A;Substitution;Non
2022;76000;2010030;mepiquat-chlorure;24307-26-4;3;Env B;;Non
2022;76000;2010030;prohexadione-calcium;127277-53-6;0.5;Env B;;Non
2022;76000;2010280;metconazole;125116-23-6;0.9;CMR;;Non
2022;76000;2020021;laminarine;9008-22-4;0.925;Autre;;Non
2022;76000;2030323;fludioxonil;131341-86-1;0.0035;Env A;;Non
2022;76000;2030342;chlormequat chlorure;999-81-5;119.6;Autre;;Non
2022;76000;2050046;flonicamide;158062-67-0;0.5;Autre;;Non
2022;76000;2060050;metrafenone;220899-03-6;0.085;Env A;;Non
2022;76000;2060118;fluoxastrobine;361377-29-9;3.25;CMR;;Non
2022;76000;2060118;prothioconazole;178928-70-6;6.5;Env A;;Non
2022;76000;2080026;nicosulfuron;111991-09-4;0.3;Env A;;Non
2022;76000;2080125;metsulfuron-methyl;74223-64-6;0.1;Env A;Substitution;Non
2022;76000;2090011;pendimethaline;40487-42-1;4.55;Env A;Substitution;Non
2022;76000;2090041;cloquintocet-mexyl;99607-70-2;1.125;Autre;;Non
2022;76000;2090041;pyroxsulame;422556-08-9;1.125;Env A;;Non
2022;76000;2090050;cypermethrine;52315-07-8;1.152;Env A;;Non
2022;76000;2090064;imazamox;114311-32-9;0.2;Env A;Substitution;Non
2022;76000;2090113;dimethenamide-p (dmta-p);163515-14-8;4.25;Env A;;Non
2022;76000;2090113;pendimethaline;40487-42-1;5;Env A;Substitution;Non
2022;76000;2090117;tebuconazole;107534-96-3;16;CMR;;Non
2022;76000;2090118;flufenacet;142459-58-3;0.6;Env A;;Non
2022;76000;2090118;pendimethaline;40487-42-1;3;Env A;Substitution;Non
2022;76000;2090132;cuivre du sulfate tribasique;12527-76-3;0.487878;Env A;Substitution;Non
2022;76000;2090132;zoxamide;156052-68-5;0.0732;Env A;;Non
2022;76000;2090157;cyflufenamid;180409-60-3;0.6;Env A;;Non
2022;76000;2100026;cypermethrine;52315-07-8;0.5;Env A;;Non
2022;76000;2100108;prothioconazole;178928-70-6;1.875;Env A;;Non
2022;76000;2100108;tebuconazole;107534-96-3;1.875;CMR;;Non
2022;76000;2100138;cloquintocet-mexyl;99607-70-2;0.9375;Autre;;Non
2022;76000;2100138;pinoxaden;243973-20-8;3.75;CMR;;Non
2022;76000;2100181;fluopicolide;239110-15-7;0.10434;Env A;;Non
2022;76000;2100181;fosetyl-aluminium;39148-24-8;1.566745;Autre;;Non
2022;76000;2100221;ametoctradine;865318-97-4;0.2028;Env A;;Non
2022;76000;2100221;metirame;9006-42-2;0.7436;Env A;;Non
2022;76000;2110102;difenoconazole;119446-68-3;0.82000;Env A;;Non
2022;76000;2110102;fludioxonil;131341-86-1;0.82000;Env A;;Non
2022;76000;2110102;sedaxane;874967-67-6;1.6400;CMR;;Non
2022;76000;2110147;fludioxonil;131341-86-1;1;Env A;;Non
2022;76000;2110151;clodinafop-propargyl;105512-06-9;1.6;Env A;;Non
2022;76000;2110151;cloquintocet-mexyl;99607-70-2;0.4;Autre;;Non
2022;76000;2110151;prosulfocarbe;52888-80-9;128;Env A;;Non
2022;76000;2110162;azoxystrobine;131860-33-8;1.25;Santé A;;Non
2022;76000;2110197;spiroxamine;118134-30-8;0.235;CMR;;Non
2022;76000;2120143;glyphosate;1071-83-6;87.2544;Env A;;Non
2022;76000;2120206;boscalid;188425-85-6;2.66;Env A;;Non
2022;76000;2120206;metconazole;125116-23-6;1.2;CMR;;Non
2022;76000;2130059;lambda-cyhalothrine;91465-08-6;1;Santé A;Substitution;Non
2022;76000;2130067;cyflufenamid;180409-60-3;0.021;Env A;;Non
2022;76000;2130152;fluopyram;658066-35-4;0.04;Env A;;Non
2022;76000;2130152;trifloxystrobine;141517-21-7;0.04;Env A;;Non
2022;76000;2140040;phosmet;732-11-6;50.0;CMR;;Non
2022;76000;2140084;polysulfure de calcium;1344-81-6;15.2;Env A;;Non
2022;76000;2140090;azadirachtine;11141-17-6;0.0098;CMR;;Non
2022;76000;2140098;aminopyralid;150114-71-9;0.23715;Env A;;Non
2022;76000;2140098;propyzamide;23950-58-5;22.5;CMR;Substitution;Non
2022;76000;2140121;acide pelargonique;112-05-0;41.57825;Autre;;Non
2022;76000;2140160;bacillus pumilus souche qst 2808;;0.574;Autre;;Non
2022;76000;2140175;metconazole;125116-23-6;0.45;CMR;;Non
2022;76000;2140193;sulfate de fer (sulfate ferreux heptahydrate);7782-63-0;0.187;Autre;;Non
2022;76000;2140215;(z)-9-dodecenylacetate;16974-11-1;0.11187;Env A;;Non
2022;76000;2140215;e7,z9-dodecadienylacetate;54364-62-4;0.107415;Env A;;Non
2022;76000;2150012;mesotrione;104206-82-8;5.76;CMR;;Non
2022;76000;2150019;silthiofam;175217-20-6;0.425;Env A;;Non
2022;76000;2150140;glyphosate;1071-83-6;14.562;Env A;;Non
2022;76000;2150417;bacillus thuringiensis ssp kurstaki souche abts-351;68038-71-1;0.020434;Autre;;Non
2022;76000;2160343;clopyralid;1702-17-6;0.6;Autre;;Non
2022;76000;2160724;azoxystrobine;131860-33-8;2.5;Santé A;;Non
2022;76000;2160724;difenoconazole;119446-68-3;2.5;Env A;;Non
2022;76000;2160756;dodine;03/10/2439;5.44;Env A;;Non
2022;76000;2160937;cloquintocet-mexyl;99607-70-2;0.09;Autre;;Non
2022;76000;2160937;florasulame;145701-23-1;0.075;Env A;;Non
2022;76000;2160937;halauxifen-methyl;943831-98-9;0.09375;Env A;;Non
2022;76000;2170425;mesotrione;104206-82-8;1;CMR;;Non
2022;76000;2170429;fenpropidine;67306-00-7;2.25;Env A;;Non
2022;76000;2170429;prochloraze;67747-09-5;3;Env A;;Non
2022;76000;2170429;tebuconazole;107534-96-3;1.5;CMR;;Non
2022;76000;2170458;cuivre du sulfate tribasique;12527-76-3;0.4635;Env A;Substitution;Non
2022;76000;2170458;fosetyl-aluminium;39148-24-8;0.618;Autre;;Non
2022;76000;2171119;mandipropamide;374726-62-2;0.095;Env A;;Non
2022;76000;2171119;zoxamide;156052-68-5;0.0912;Env A;;Non
2022;76000;2171253;bacillus amyloliquefaciens souche mbi 600;NC;;Autre;;Non
2022;76000;2180124;metalaxyl;57837-19-1;0.0004;Env B;;Non
2022;76000;2180124;prothioconazole;178928-70-6;0.002;Env A;;Non
2022;76000;2180380;oxathiapiproline;1003318-67-9;0.015;Env A;;Non
2022;76000;2180834;benalaxyl-m;98243-83-5;0.084;Env A;;Non
2022;76000;2180834;cuivre de l'hydroxyde de cuivre;20427-59-2;0.252;Santé A;Substitution;Non
2022;76000;2180834;cuivre de l'oxychlorure de cuivre;1332-65-6;0.252;Santé A;Substitution;Non
2022;76000;2180864;flufenacet;142459-58-3;15.6;Env A;;Non
2022;76000;2180864;picolinafen;137641-05-5;6.5;Env A;;Non
2022;76000;2190041;prothioconazole;178928-70-6;2.5;Env A;;Non
2022;76000;2190173;metaldehyde;108-62-3;3.60;CMR;;Non
2022;76000;2190173;phosphate ferrique;10045-86-0;5.8320;Autre;;Non
2022;76000;2190268;diflufenicanil;83164-33-4;3.5;Env B;;Non
2022;76000;2190321;folpel;133-07-3;25;CMR;;Non
2022;76000;2190639;dimethenamide-p (dmta-p);163515-14-8;8;Env A;;Non
2022;76000;2190639;metazachlore;67129-08-2;24;CMR;;Non
2022;76000;2190639;quinmerac;90717-03-6;8;Env A;;Non
2022;76000;2190686;fluxapyroxad;907204-31-3;3.5;Santé A;;Non
2022;76000;2190686;mefentrifluconazole;1417782-03-6;7;Env A;;Non
2022;76000;2190687;fludioxonil;131341-86-1;1.5;Env A;;Non
2022;76000;2200165;flufenacet;142459-58-3;10.5;Env A;;Non
2022;76000;8400096;dicamba;1918-00-9;1.44;Env B;;Non
2022;76000;8700462;prosulfocarbe;52888-80-9;144;Env A;;Non
2022;76000;8800199;propaquizafop;111479-05-1;1;Env A;;Non
2022;76000;8800417;captane;133-06-2;4.8;CMR;;Non
2022;76000;8800504;butoxyde de piperonyle;51-03-6;0.225;Autre;;Non
2022;76000;8800504;deltamethrine;52918-63-5;0.025;Santé A;;Non
2022;76000;8800841;difenoconazole;119446-68-3;0.04;Env A;;Non
2022;76000;8900564;tau-fluvalinate;102851-06-9;3.6;Env A;;Non
2022;76000;9000222;soufre;7704-34-9;84.868;Autre;;Non
2022;76000;9000259;amidosulfuron;120923-37-7;0.54;Env A;;Non
2022;76000;9000490;cycloxydime;101205-02-1;4;CMR;;Non
2022;76000;9100296;2,4-d;94-75-7;6;Env B;;Non
2022;76000;9400052;clethodime;99129-21-2;6;Env B;;Non
2022;76000;9400085;etofenprox;80844-07-1;8.6250;Santé A;;Non
2022;76000;9400280;flumioxazine;103361-09-7;0.215;CMR;;Non
2022;76000;9500040;quizalofop-p-ethyl;100646-51-3;0.75;Env A;;Non
2022;76000;9500452;cuivre du sulfate de cuivre;8011-63-0;16;Env A;Substitution;Non
2022;76000;9500628;bentazone;25057-89-0;13.05;Env B;;Non
2022;76000;9600093;azoxystrobine;131860-33-8;2.5;Santé A;;Non
2022;76000;9600370;2,4-mcpa;94-74-6;14;Env A;;Non
2022;76000;9600370;clopyralid (sous forme de sel de monoethanolamine);57754-85-5;1.4;Autre;;Non
